Word,Count
komea,0
always,0
finland,0
suomi,0
sauna,0
kantele,0
soitin,0
girl,0
ihminen,0
friend,0
suomalainen,0
sisukas,0
honest,0
rehellinen,0
herra,0
rouva,0
bunny,0
pupu,0
parakeet,0
undulaatti,0
pony,0
poni,0
snake,0
behaved,0
kiltti,0
naughty,0
tuhma,0
black,0
green,0
iceland,0
islanti,0
estonia,0
viro,0
norway,0
norja,0
sweden,0
ruotsi,0
denmark,0
tanska,0
russia,0
kaupunki,0
laulu,0
shaman,0
shamaani,0
viking,0
viikinki,0
auto,0
cold,0
pohjoinen,0
saamelainen,0
islantilainen,0
virolainen,0
norjalainen,0
tanskalainen,0
ruotsalainen,0
lemmikki,0
mother,0
father,0
grandma,0
mummo,0
grandpa,0
vaari,0
baby,0
vauva,0
teddy,0
nalle,0
family,0
onnellinen,0
iloinen,0
surullinen,0
young,0
olette,0
laulaa,0
kasvaa,0
seisoa,0
istua,0
tanssia,0
often,0
usein,0
seldom,0
harvoin,0
married,0
naimisissa,0
together,0
koti,0
apartment,0
asunto,0
kellari,0
veranta,0
yard,0
radio,0
large,0
suuri,0
warm,0
ready,0
kieli,0
sana,0
sentence,0
lause,0
kysymys,0
answer,0
vastaus,0
accent,0
aksentti,0
dialect,0
murre,0
ranska,0
espanja,0
japani,0
englanti,0
kiina,0
saksa,0
unkari,0
korea,0
important,0
asian,0
aasialainen,0
thirst,0
hunger,0
potato,0
peruna,0
tomato,0
tomaatti,0
apple,0
onion,0
sipuli,0
lemon,0
sitruuna,0
sausage,0
makkara,0
pihvi,0
kastike,0
spice,0
mauste,0
salt,0
suola,0
pepper,0
pippuri,0
ketchup,0
ketsuppi,0
mustard,0
sinappi,0
glass,0
lasi,0
plate,0
fork,0
haarukka,0
knife,0
grilli,0
round,0
yellow,0
keltainen,0
building,0
rakennus,0
museum,0
museo,0
monument,0
monumentti,0
theater,0
stadium,0
stadion,0
church,0
kirkko,0
castle,0
linna,0
park,0
bridge,0
silta,0
oopperatalo,0
tori,0
kartta,0
outo,0
open,0
auki,0
closed,0
kiinni,0
liian,0
kallista,0
again,0
tuolla,0
juice,0
mehu,0
milk,0
cheese,0
juusto,0
limonadi,0
meat,0
liha,0
pullo,0
loppu,0
litra,0
kilo,0
gram,0
kotona,0
makea,0
oranssi,0
tarpeeksi,0
tourist,0
turisti,0
musician,0
muusikko,0
professor,0
professori,0
african,0
afrikkalainen,0
ahkera,0
fluent,0
sujuva,0
intelligent,0
puhua,0
moni,0
only,0
chair,0
tuoli,0
lattia,0
lamp,0
lamppu,0
taulu,0
katto,0
sweat,0
hiki,0
cheap,0
halpa,0
messy,0
sotkuinen,0
siisti,0
broken,0
rikki,0
maalata,0
korjata,0
siivota,0
tiskata,0
grillata,0
tajuta,0
because,0
tango,0
dancer,0
tanssija,0
singer,0
laulaja,0
kanadalainen,0
amerikkalainen,0
serious,0
vakava,0
wise,0
viisas,0
lahjakas,0
kirjoittaa,0
ratsastaa,0
both,0
sekä,0
tosi,0
quietly,0
hiljaa,0
sugar,0
sokeri,0
kerma,0
milkshake,0
kakku,0
pala,0
kuppi,0
soft,0
dark,0
tumma,0
drinkable,0
juotava,0
edible,0
juoda,0
haluta,0
bird,0
lintu,0
bear,0
karhu,0
hedgehog,0
siili,0
squirrel,0
orava,0
dirty,0
likainen,0
heavy,0
painava,0
brown,0
murista,0
puraista,0
potkaista,0
haista,0
juosta,0
those,0
pulassa,0
spain,0
germany,0
hungary,0
france,0
italy,0
italia,0
switzerland,0
sveitsi,0
poland,0
puola,0
oslo,0
tallinn,0
tallinna,0
berliini,0
paris,0
pariisi,0
london,0
lontoo,0
rome,0
rooma,0
prague,0
praha,0
aika,0
asua,0
nowadays,0
pentu,0
hamster,0
hamsteri,0
hevonen,0
sika,0
wild,0
villi,0
perfect,0
friendly,0
angry,0
vihainen,0
fluffy,0
omistaa,0
montako,0
canada,0
kanada,0
japan,0
argentina,0
argentiina,0
skandinavia,0
australian,0
australialainen,0
vaikka,0
australia,0
egypt,0
egypti,0
koala,0
kangaroo,0
kenguru,0
camel,0
kameli,0
crocodile,0
krokotiili,0
wolwerine,0
ahma,0
lynx,0
ilves,0
reindeer,0
poro,0
tree,0
forest,0
plant,0
kasvi,0
berry,0
marja,0
flower,0
kukka,0
puro,0
lake,0
kivi,0
piilo,0
grey,0
harmaa,0
myrkyllinen,0
koko,0
haistella,0
darling,0
kulta,0
girlfriend,0
boyfriend,0
groom,0
sulhanen,0
bride,0
morsian,0
wife,0
vaimo,0
husband,0
hymy,0
heart,0
rakastaa,0
halata,0
ihailla,0
everyone,0
leivos,0
piirakka,0
korvapuusti,0
viineri,0
munkki,0
quark,0
rahka,0
kissel,0
kiisseli,0
kinusk,0
kinuski,0
candy,0
karkki,0
chocolate,0
suklaa,0
licorice,0
lakritsi,0
salmiakki,0
hillo,0
butter,0
banana,0
banaani,0
herkku,0
money,0
strong,0
vahva,0
herkullinen,0
suolainen,0
ostaa,0
sulaa,0
paljonko,0
ilta,0
kiire,0
late,0
tired,0
eleven,0
yksitoista,0
twelve,0
kaksitoista,0
half,0
puoli,0
tasan,0
almost,0
sieni,0
spruce,0
pearl,0
helmi,0
leaf,0
lehti,0
wolf,0
susi,0
moose,0
hirvi,0
meri,0
river,0
joki,0
snow,0
taivas,0
tammi,0
moon,0
blood,0
veri,0
raspberry,0
vadelma,0
cloud,0
star,0
onni,0
rauha,0
dangerous,0
vaarallinen,0
safe,0
turvallinen,0
tyyni,0
nbsp,0
kirkas,0
high,0
korkea,0
rauhassa,0
forenoon,0
huomen,0
eine,0
zusammensetzung,0
genitiv,0
jatko,0
fortsetzung,0
fortsetzen,0
viel,0
tages,0
übertragenen,0
sinn,0
jemandem,0
einen,0
angenehmen,0
wünschen,0
ähnlich,0
schönen,0
noch,0
deutschen,0
freundliche,0
verabschiedungsformel,0
nachmittag,0
gegen,0
ende,0
eines,0
gesprächs,0
einer,0
begegnung,0
careful,0
varovainen,0
varma,0
closest,0
varoa,0
kuulua,0
etwas,0
irgenwas,0
nichts,0
nicht,0
irgendwas,0
soon,0
later,0
apua,0
charger,0
laturi,0
tablet,0
tabletti,0
camera,0
kamera,0
battery,0
akku,0
microphone,0
mikrofoni,0
pistoke,0
printer,0
tulostin,0
sovellus,0
netti,0
meemi,0
video,0
peli,0
princess,0
prinsessa,0
slow,0
hidas,0
nopea,0
toimia,0
edes,0
restaurant,0
ravintola,0
terrace,0
terassi,0
waiter,0
tarjoilija,0
chef,0
menu,0
ruokalista,0
lunch,0
lounas,0
dinner,0
lasku,0
virhe,0
annos,0
spoon,0
lusikka,0
rice,0
riisi,0
pasta,0
pizza,0
pitsa,0
soup,0
appelsiini,0
vessa,0
expensive,0
kallis,0
local,0
paikallinen,0
inhabitant,0
asukas,0
street,0
katu,0
university,0
yliopisto,0
keskusta,0
metro,0
politan,0
hotel,0
ruuhka,0
history,0
historia,0
chemistry,0
kemia,0
movie,0
series,0
sarja,0
quarantine,0
karanteeni,0
opiskella,0
span,0
style,0
background,0
tbody,0
million,0
miljoona,0
somewhere,0
jossain,0
shirt,0
lasit,0
pants,0
belt,0
kravatti,0
hattu,0
dress,0
mekko,0
shoe,0
koru,0
ring,0
sormus,0
diamond,0
timantti,0
fashion,0
muoti,0
sale,0
sovituskoppi,0
euro,0
purple,0
violetti,0
multi,0
colored,0
kirjava,0
sovittaa,0
auttaa,0
sata,0
kaksisataa,0
kolmesataa,0
viisisataa,0
kuusisataa,0
mouse,0
hiiri,0
island,0
saari,0
road,0
toivoa,0
toivon,0
huomata,0
seurata,0
alas,0
lippu,0
towel,0
pyyhe,0
passport,0
passi,0
sandal,0
sandaali,0
suksi,0
sauva,0
thermos,0
termari,0
comb,0
kampa,0
soap,0
saippua,0
deodorant,0
deodorantti,0
vesipullo,0
headphones,0
kuulokkeet,0
varjo,0
sijaita,0
tarvita,0
paistaa,0
jalkapallo,0
basketball,0
koripallo,0
nestball,0
cross,0
hiihto,0
ralli,0
sport,0
urheilu,0
urheilija,0
poker,0
pokeri,0
karaoke,0
guitar,0
piano,0
ballet,0
baletti,0
ooppera,0
musiikki,0
biisi,0
matkailu,0
shark,0
penguin,0
pingviini,0
huuhkaja,0
lion,0
leijona,0
ajaa,0
neuloa,0
condition,0
kunto,0
matti,0
yhteen,0
kirjani,0
teuer,0
osata,0
kuuluu,0
juoksen,0
juokset,0
juoksemme,0
juoksette,0
juoksevat,0
these,0
kahta,0
kahdessa,0
kolmea,0
kolmen,0
kolmessa,0
kolmeen,0
neljän,0
neljässä,0
neljään,0
viittä,0
viiden,0
viidessä,0
viiteen,0
kuutta,0
kuuden,0
kuudessa,0
kuuteen,0
seitsemää,0
seitsemässä,0
seitsemään,0
kahdeksaa,0
kahdeksaan,0
yhdeksää,0
yhdeksään,0
kymmentä,0
kymmeneen,0
zumindest,0
vaan,0
sondern,0
opiskelija,0
kuulla,0
karjalanpiirakka,0
deep,0
hoher,0
baum,0
muutama,0
laptop,0
suosittu,0
popular,0
mindestens,0
suositella,0
empty,0
jotka,0
lukenut,0
hyllyllä,0
luulla,0
lompakko,0
wallet,0
uikkarit,0
swimwear,0
toinen,0
viulu,0
violin,0
kuoro,0
choir,0
svengata,0
nach,0
weise,0
verfahren,0
fragen,0
welche,0
welches,0
gemacht,0
benutzt,0
informationen,0
über,0
methoden,0
prozesse,0
zustände,0
bedingungen,0
erfragen,0
beispiele,0
geht,0
toimii,0
funktioniert,0
matkustat,0
töihin,0
kommst,0
sairaala,0
hospital,0
sairaanhoitaja,0
espanjalainen,0
konsertti,0
concert,0
veli,0
brother,0
pankki,0
bank,0
parents,0
keskiviikkoisin,0
tanssi,0
lesson,0
everyday,0
workmate,0
workplace,0
tauko,0
break,0
kahvihuone,0
breakroom,0
worker,0
joukkue,0
team,0
harjoitella,0
tavallinen,0
normal,0
typical,0
aamiainen,0
breakfast,0
lopettaa,0
treenata,0
suihku,0
lautapeli,0
boardgame,0
monelta,0
tilata,0
tuoda,0
mitbringen,0
kasvis,0
vegetable,0
kinkku,0
kotiinkuljetus,0
summer,0
nukkua,0
uutiset,0
news,0
lohi,0
salmon,0
mansikka,0
strawberry,0
ranta,0
beach,0
hiekka,0
sand,0
jutella,0
valkoviini,0
cabin,0
hakea,0
town,0
jatkaa,0
puolipilvinen,0
korttipeli,0
valoisa,0
poimia,0
mustikka,0
blueberry,0
kalastaa,0
rauhallista,0
peaceful,0
pinaattipiirakka,0
herne,0
lautta,0
ferry,0
passive,0
suunnitelma,0
plan,0
“dauern”,0
“andauern”,0
“aushalten”,0
lange,0
dauert,0
ulkomaalainen,0
foreign,0
juhannus,0
kutsua,0
tarjous,0
ausdruck,0
zweibettzimmer,0
doppelzimmer,0
dieser,0
setzt,0
mehreren,0
zusammen,0
henki,0
zimmer,0
zusammengefasst,0
personen,0
ausgelegt,0
typischerweise,0
betten,0
einem,0
doppelbett,0
gängige,0
bezeichnung,0
hotels,0
unterkünften,0
kirjautua,0
parkkipaikka,0
ilmainen,0
perinteinen,0
group,0
tila,0
naposteltava,0
snack,0
uimapuku,0
swimsuit,0
toivottavasti,0
hopefully,0
sipsi,0
chip,0
poppari,0
popcorn,0
leipoa,0
kyyti,0
fahrt,0
juhannusaatto,0
kantaa,0
tragen,0
saapua,0
kokko,0
bonfire,0
valmistaa,0
taika,0
magic,0
laskea,0
completely,0
parveke,0
balcony,0
osallistua,0
retki,0
trip,0
osallistuja,0
participant,0
opas,0
guide,0
uima,0
allas,0
pool,0
taidegalleria,0
taide,0
kulttuuri,0
culture,0
tavata,0
pineapple,0
ananas,0
valita,0
pier,0
laituri,0
harbour,0
satama,0
varata,0
passenger,0
popcom,0
päähenkilö,0
protagonist,0
työmahdollisuus,0
opportunity,0
firstly,0
must,0
neuvo,0
advice,0
alue,0
area,0
luonto,0
nature,0
liikkua,0
move,0
vuokra,0
rental,0
linkki,0
links,0
sosiaalinen,0
media,0
social,0
yksiö,0
studio,0
kaksio,0
viestiä,0
send,0
message,0
moti,0
dictionaries,0
lang,0
controlled,0
outdoor,0
signal,0
celebrate,0
saisi,0
third,0
potential,0
present,0
form,0
conditional,0
connegative,0
transitive,0
receive,0
code,0
verbtyp,0
kirjoitt,0
ymmärt,0
stamm,0
bilden,0
letzter,0
buchstabe,0
entfernen,0
schwach,0
bleibt,0
stark,0
beispiel,0
suffix,0
hinzufügen,0
ausser,0
dann,0
ette,0
evät,0
halu,0
remove,0
letter,0
wenn,0
schon,0
tarv,0
zuhinterst,0
tarvit,0
semme,0
sette,0
sevat,0
paeta,0
nemme,0
nette,0
nevat,0
ninety,0
thousand,0
viisituhatta,0
number,0
things,0
degrees,0
pages,0
costs,0
dollars,0
hundred,0
forty,0
minutes,0
equals,0
hours,0
interesting,0
intriguing,0
fascinating,0
used,0
computer,0
busy,0
hairstyle,0
looking,0
doesn,0
receives,0
begin,0
aktiv,0
modifying,0
mass,0
partitiv,0
boys,0
ongoing,0
partitivi,0
spilled,0
painter,0
seen,0
partitiivi,0
haven,0
negative,0
skirt,0
possession,0
genitiivi,0
knocked,0
object,0
action,0
painted,0
affects,0
entire,0
punai,0
translative,0
uude,0
onne,0
paika,0
lucky,0
reading,0
bigger,0
comperative,0
accusative,0
vasemma,0
first,0
turn,0
left,0
then,0
satz,0
biegen,0
zuerst,0
rechts,0
hier,0
bedeutung,0
einzelnen,0
wörter,0
imperativ,0
kääntyä,0
abbiegen,0
allativ,0
vasen,0
wegbeschreibungen,0
richtung,0
weisen,0
crossing,0
side,0
straight,0
stars,0
himmel,0
sind,0
sterne,0
sehen,0
adessiv,0
werden,0
gesehen,0
passiv,0
stern,0
dass,0
sichtbar,0
arrives,0
comes,0
goes,0
into,0
kaapi,0
cabinet,0
kaappi,0
coming,0
going,0
järve,0
likes,0
angled,0
indicative,0
onkia,0
angle,0
using,0
line,0
threw,0
does,0
wohin,0
führt,0
diese,0
straße,0
präsens,0
viedä,0
führen,0
kulma,0
corner,0
liikennevaloi,0
vasem,0
malle,0
lights,0
liikenne,0
“traffic”,0
valo,0
“light”,0
ahead,0
towards,0
pohjoise,0
länte,0
kilometers,0
west,0
east,0
pöydä,0
marketplace,0
ranna,0
shore,0
took,0
vater,0
nahm,0
stein,0
strand,0
präteritum,0
nehmen,0
elativ,0
akkusativ,0
beschreibt,0
handlung,0
aufhebt,0
mitnimmt,0
warf,0
zurück,0
heittää,0
werfen,0
aktion,0
vermutlich,0
zuvor,0
aufgehoben,0
hatte,0
wirft,0
kadu,0
platform,0
will,0
leave,0
welchem,0
bahnsteig,0
fährt,0
interrogativ,0
short,0
asemalaituri,0
platform”,0
lähteä,0
abfahren,0
bussipysäki,0
verbs,0
structures,0
monopersonally,0
täytyä,0
participle,0
require,0
translated,0
weit,0
dorthin,0
frageform,0
reise,0
ruokakaupa,0
kohda,0
grocery,0
store,0
biege,0
stelle,0
lebensmittelgeschäfts,0
lebensmittelgeschäft,0
ablativ,0
punkt,0
mannerheimintie,0
arkadiankadu,0
arkadiankatu,0
nächsten,0
kreuzung,0
geradeaus,0
nächster,0
adverb,0
anweisungen,0
sagen,0
bestimmten,0
gelangen,0
kann,0
bist,0
tytär,0
possessive,0
suffixes,0
tyttäreni,0
tyttäresi,0
tyttärensä,0
tyttäremme,0
tyttärenne,0
possessiv,0
your,0
their,0
sveitsin,0
keski,0
zentralschweiz,0
prefix,0
meaning,0
central,0
means,0
part,0
section,0
locative,0
case,0
ending,0
corresponds,0
prepositions,0
keskiosassa,0
visible,0
padding,0
border,0
bottom,0
solid,0
bebebe,0
margin,0
värikynä,0
details,0
summary,0
buntstift,0
farbstift,0
zusammengesetzt,0
farbe,0
kynä,0
stift,0
heißt,0
stifte,0
unterschiedlichen,0
farben,0
zeichnen,0
malen,0
kaapissaan,0
seinem,0
ihrem,0
schrank,0
inessiv,0
gibt,0
possessivsuffix,0
dritte,0
grundform,0
angehängt,0
suffixen,0
weist,0
angibt,0
zeigt,0
besitz,0
fall,0
zusammengefügt,0
ergibt,0
sinisessä,0
piirakassa,0
pear,0
minussa,0
vikaa,0
“vikaa”,0
“falsch”,0
“fehler”,0
“vika”,0
fehler,0
heinäkuussa,0
poimin,0
mustikoita,0
blueberries,0
lääkärin,0
loitolla,0
keeps,0
syömässä,0
eating,0
just,0
gerade,0
essen,0
genau,0
progressivform,0
auszudrücken,0
sprechens,0
prozess,0
essens,0
befindet,0
menossa,0
homeessa,0
mouldy,0
ville,0
humalassa,0
certainly,0
would,0
thanks,0
could,0
please,0
course,0
i’ll,0
sleepy,0
report,0
tonight,0
translativ,0
each,0
kupillinen,0
derivative,0
cupful,0
loosely,0
indicates,0
without,0
coffees,0
makes,0
healthiness,0
exported,0
countries,0
example,0
asia,0
heidelbeeren,0
explanation,0
indicate,0
uncountable,0
nouns,0
taken,0
tense,0
genommen,0
exportiert,0
export,0
indicating,0
done,0
unspecified,0
subject,0
wegen,0
ihrer,0
gesundheit,0
combined,0
cause,0
translates,0
referring,0
terveellisyys,0
after,0
reason,0
vielen,0
movement,0
länder,0
among,0
unter,0
anderem,0
phrase,0
others,0
anderen,0
continues,0
asien,0
aasia,0
viele,0
wants,0
enjoying,0
lawyer,0
asianajaja,0
direction,0
equivalent,0
additional,0
thin,0
kaffee,0
express,0
liking,0
schwarz,0
essive,0
describe,0
state,0
went,0
dentist,0
letzte,0
woche,0
auch,0
zahnarzt,0
gegangen,0
ging,0
gehen,0
hammaslääkäri,0
wörtlich,0
letzten,0
drückt,0
vergangenen,0
zahnarztbesuch,0
betont,0
dies,0
zusätzliche,0
ergänzende,0
“olen,0
väsynyt”,0
“vielä,0
hiukan”,0
“noch,0
wenig”,0
mornings,0
“aamu,0
isin”,0
adverbielle,0
häufigkeit,0
regelmäßigkeit,0
morgen,0
command,0
lovely,0
smelling,0
homemade,0
möchte,0
jenen,0
wunderbar,0
duftenden,0
hausgemachten,0
finnischen,0
blaubeerkuchen,0
probieren,0
basic,0
jenes,0
refer,0
wonderful,0
wunderbare,0
ihana,0
matching,0
fragrant,0
duftende,0
tuoksuva,0
hausgemachte,0
kotitekoinen,0
mustikkapiirakka,0
perhettä,0
miestä,0
säde,0
sädettä,0
pears,0
smaller,0
than,0
ones,0
piene,0
kleiner,0
ulkomainen,0
auslädisch,0
auslädische,0
drinks,0
bottles,0
takes,0
pills,0
before,0
finns,0
nation,0
nehme,0
jedes,0
wortes,0
halte,0
mögen,0
halten,0
davon,0
dieses,0
deshalb,0
most,0
single,0
homes,0
garden,0
useimmat,0
meisten,0
mehrheit,0
gruppe,0
dingen,0
beziehen,0
ihmisten,0
mielestä,0
leute,0
fanden,0
film,0
meinung,0
menschen,0
several,0
days,0
solely,0
konnte,0
especially,0
gravlax,0
wait,0
forget,0
vergiss,0
telefon,0
pukea,0
clothes,0
someone,0
invoice,0
kannst,0
deine,0
rechnung,0
paar,0
tage,0
länger,0
warten,0
zweite,0
können,0
zusätzlich,0
kontext,0
wenig,0
mehr,0
geduld,0
zeit,0
gebeten,0
bevor,0
bezahlt,0
beglichen,0
hate,0
waiting,0
hasse,0
stundenlang,0
dich,0
vihata,0
hassen,0
dein,0
odottaminen,0
possessiven,0
kombiniert,0
stunde,0
kausia,0
dauer,0
anzeigt,0
bringt,0
frustration,0
unzufriedenheit,0
weil,0
muss,0
gave,0
coins,0
making,0
telephone,0
internet,0
protocol,0
forgets,0
party,0
weiß,0
willst,0
komme,0
wissen,0
kombination,0
wollen,0
kommen,0
feiern,0
illativ,0
juhla,0
feier,0
traveler,0
waited,0
gives,0
cordless,0
post,0
translativform,0
tuleva,0
kommend,0
zukünftig,0
sprache,0
wandel,0
veränderung,0
zustand,0
beschaffenheit,0
übergang,0
zukünftigen,0
kommenden,0
valmistaudun,0
viikoksi,0
bereite,0
mich,0
kommende,0
possible,0
würde,0
gerne,0
wieder,0
möglich,0
konditional,0
abgeleitet,0
mieli,0
geist,0
erste,0
erneut,0
mahdollinen,0
wunsch,0
absicht,0
bedingung,0
zurückzukehren,0
wiederzukommen,0
komm,0
hierher,0
sublative,0
“this”,0
umbrella,0
warte,0
kurz,0
jemanden,0
bitten,0
kurze,0
hobbies,0
floorball,0
übrigens,0
liest,0
immer,0
buch,0
übrigen,0
fragepartikel,0
lukema,0
lesen,0
zweiten,0
konversation,0
fortschritt,0
begonnenen,0
tätigkeit,0
lesens,0
buches,0
finished,0
nein,0
habe,0
bereits,0
gelesen,0
verneinte,0
situation,0
jemand,0
bestätigt,0
beispielsweise,0
artikel,0
nachricht,0
string,0
“kielinen”,0
“saitig”,0
“kieli”,0
“saite”,0
“zunge”,0
eats,0
textbook,0
“tiedätkö,0
muuten”,0
“weißt,0
“muuten”,0
“übrigens”,0
“sonst”,0
“mitä,0
‘koti’,0
“was,0
“tämä,0
ongelmia,0
“das,0
probleme,0
swimming,0
innessive,0
sender’s,0
stated,0
package,0
formal,0
very,0
musicians,0
plays,0
electronic,0
brisk,0
temporeicher,0
bezeichnet,0
unihockey,0
mannschaftssportart,0
gespielt,0
aber,0
regel,0
halle,0
leichteren,0
schlägern,0
bällen,0
temporeich,0
schnell,0
sportart,0
schnelles,0
tempo,0
ihre,0
dynamik,0
bekannt,0
kilometer,0
reads,0
newspaper,0
zeitung,0
blatt,0
morgens,0
tennis,0
“liisa,0
spielt,0
hobby”,0
quot,0
finlandia,0
quit,0
“lopetan,0
“ich,0
höre,0
fußball,0
“lopetan”,0
auf”,0
beende”,0
“lopettaa”,0
aufhören,0
beenden,0
“jalkapallon”,0
“den,0
fußball”,0
“jalkapallo”,0
weather,0
forecast,0
rain,0
kaivata,0
parade,0
bulletin,0
horrible,0
shame,0
raining,0
falling,0
pudota,0
said,0
might,0
weekend,0
follows,0
gestriges,0
modify,0
prognose,0
typically,0
sagte,0
introduce,0
clause,0
similar,0
könnten,0
saattaa,0
possibility,0
bekommen,0
erhalten,0
schnee,0
indefinite,0
amount,0
specific,0
current,0
wochenende,0
gestrige,0
“kaivata”,0
miss”,0
looks,0
sieht,0
regnen,0
deinen,0
regenschirm,0
übersetzung,0
erklärung,0
scheint,0
jener,0
regnet,0
verneinungsform,0
vergessen,0
typische,0
aussage,0
wetter,0
daraus,0
resultierende,0
empfehlung,0
mitzunehmen,0
school,0
derived,0
inquire,0
schule,0
koulu,0
possibly,0
concept,0
schools,0
general,0
proper,0
remains,0
across,0
languages,0
attends,0
besucht,0
attend,0
context,0
extraordinarily,0
fine,0
change,0
muuttua,0
weather’s,0
watching,0
it’s,0
“nähdään,0
“see,0
rained,0
period,0
gestern,0
directly,0
previous,0
geregnet,0
quantity,0
intensity,0
kurzen,0
lyhyt,0
show,0
relation,0
zeitraum,0
ajanjakso,0
during,0
während,0
duration,0
timeframe,0
happens,0
zeitraums,0
doesn’t,0
promise,0
refers,0
prediction,0
negate,0
statements,0
negates,0
verspricht,0
metaphorically,0
predicts,0
suggests,0
gutes,0
incomplete,0
predicting,0
unfavorable,0
conditions,0
necessary,0
autumn,0
compound,0
made,0
literally,0
rainshade,0
herbst,0
needed,0
notwendig,0
erforderlich,0
pers,0
helsinki,0
polish,0
cousin,0
sunny,0
vermissen,0
sehnen,0
whereabouts,0
partikulares,0
bestätigung,0
realisierung,0
manchmal,0
leichte,0
überraschung,0
keine,0
direkte,0
entsprechung,0
cupboard,0
closet,0
astian,0
drying,0
since,0
favorite,0
wear,0
lieblingsfarbe,0
blau,0
trug,0
meistens,0
blaue,0
kleidung,0
einleitendes,0
grund,0
ursache,0
possessivpronomen,0
dritten,0
lempiväri,0
größten,0
getragen,0
aufgrund,0
vorliebe,0
häufig,0
trägt,0
appliances,0
cabinets,0
nominativ,0
hyllykkö,0
kleines,0
regal,0
mehrere,0
kleine,0
regale,0
verkleinerungsform,0
hylly,0
kleinere,0
weniger,0
umfangreiche,0
tidying,0
“siistiä”,0
infinitivform,0
known,0
kenne,0
verbindung,0
perfekt,0
gewusst,0
partizip,0
kennen,0
zeitdauer,0
betreffende,0
kennt,0
sets,0
behind,0
ocean,0
boss,0
cleaned,0
cooked,0
president,0
kaupa,0
geschäft,0
suome,0
finnland,0
inside,0
location,0
dative,0
standardfall,0
frage,0
woher,0
idea,0
source,0
mihin,0
kauppa,0
depending,0
womit,0
asema,0
bahnhof,0
kioski,0
kiosk,0
surface,0
akin,0
station,0
poliisiasema,0
kenttä,0
feld,0
urheilukenttä,0
sportplatz,0
leikkikenttä,0
spielplatz,0
markt,0
pysäkki,0
haltestelle,0
kaupp,0
koul,0
suom,0
along,0
begleitung,0
teilnahme,0
übereinstimmung,0
befolgen,0
regeln,0
nimm,0
gehe,0
tehdään,0
machen,0
entsprechend,0
danach,0
pleasure,0
jokin,0
gleichen,0
kirjasto,0
library,0
thought,0
gedanke,0
videovuokraamo,0
movies,0
konditionalform,0
schauen,0
ansehen,0
ausgedrückt,0
bedingte,0
ersten,0
olisi,0
anschauen,0
hätte,0
features,0
mailbox,0
konditionale,0
bringen,0
übersetzt,0
würdest,0
könntest,0
postiin,0
diesen,0
brief,0
desks,0
koiramäki,0
doghill,0
that’s,0
brilliant,0
großartige,0
idee,0
partikel,0
verstärkt,0
großartig,0
brillant,0
insgesamt,0
begeisterung,0
zustimmung,0
vorschlag,0
books,0
dvds,0
studying,0
students,0
studied,0
schüler,0
gymnasiums,0
lernten,0
bibliothek,0
lukio,0
gymnasium,0
oppilas,0
studierten,0
lernen,0
studieren,0
gelernt,0
studiert,0
haben,0
there’s,0
selection,0
substantiv,0
auswahl,0
sortiment,0
bestandteile,0
wählen,0
koima,0
bildet,0
substantive,0
select,0
elect,0
vali,0
koida,0
valikoi,0
shall,0
drop,0
pour,0
stockpot,0
kattila,0
fridge,0
upstairs,0
improves,0
kontextabhängig,0
verbessern,0
infinitiv,0
kuchen,0
geschmack,0
maku,0
abhängig,0
kuchens,0
verbessert,0
fewer,0
bacteria,0
bottled,0
finnischem,0
leitungswasser,0
bakterien,0
geben,0
flaschenwasser,0
finnisch,0
vesijohtovesi,0
vesijohto,0
“water,0
pipe”,0
“water”,0
comparative,0
degree,0
bakteeri,0
bakterium,0
flaschen,0
pullotettu,0
abgefüllt,0
wasser,0
potenziell,0
geringere,0
anzahl,0
enthalten,0
verkauft,0
hostess,0
serving,0
mutter,0
frau,0
weibliche,0
https,0
wiktionary,0
wiki,0
a4nt,0
gießen,0
kippen,0
umwerfen,0
unbestimmte,0
menge,0
abgeschlossene,0
tasche,0
zerlegung,0
laukku,0
heraus,0
vest,0
button,0
missing,0
mantel,0
fehlt,0
knopf,0
puuttua,0
fehlen,0
abgegangen,0
fell,0
romance,0
better,0
comedy,0
prefer,0
hervorragend,0
scarf,0
best,0
“hänelle”,0
“für,0
ihn”,0
sie”,0
“kelpaa”,0
“genügt”,0
“ist,0
genug”,0
sufficiency,0
acceptability,0
“vain”,0
“nur”,0
“only”,0
“paras”,0
beste”,0
superlative,0
“gut”,0
“the,0
best”,0
strawberries,0
puppies,0
didn’t,0
anything,0
tell,0
somebody,0
sneezes,0
bless,0
saying,0
everything,0
candies,0
remote,0
control,0
pussi,0
sachet,0
younger,0
generations,0
lyödä,0
schlagen,0
wetten,0
veto,0
wette,0
konjunktion,0
nuorempi,0
jünger,0
mmat,0
komparativ,0
sukupolvi,0
generation,0
verneinung,0
fragewort,0
abkürzung,0
digital,0
versatile,0
disc,0
rent,0
kauko,0
ohjain,0
ohjaimen,0
pass,0
match,0
curtains,0
demonstrativpronomen,0
negationspartikel,0
„sopia“,0
passen,0
entsprechen,0
verho,0
vorhang,0
passt,0
vorhänge,0
hole,0
chairs,0
vase,0
understand,0
daytime,0
sitting,0
seeds,0
mixed,0
breed,0
suloinen,0
akvaariokala,0
aquarium,0
hair,0
feed,0
animals,0
shaggy,0
running,0
ball,0
takku,0
knoten,0
verfilzung,0
inen,0
